epoch,train_loss,train_coordinate,train_bond,train_angle,train_rmsf,train_speed_w1,train_contact_w1,train_contact_transition,train_velocity_correlation,train_radius_of_gyration,validation_loss,validation_coordinate,validation_bond,validation_angle,validation_rmsf,validation_speed_w1,validation_contact_w1,validation_contact_transition,validation_velocity_correlation,validation_radius_of_gyration,elapsed_seconds
1,1.7263263957412318,1.307547776905267,0.0024887218836201377,0.005605222049733707,1.2126642033877204,0.8457466815389615,0.26785241961681944,0.02983617067947833,0.11849486314660636,0.08570034607696192,1.4336319846694672,1.0506558390227363,0.0026151049262598193,0.0057376490360056065,0.7671153937575466,0.77157395599266,0.2301405137084145,0.028424842640837368,0.14595378385806868,0.08297261185858573,199.72171400021762
2,1.6279133978327955,1.2172523858099327,0.002410146677442062,0.005684664167895583,1.1281701944212756,0.7901730086996256,0.26700650046437213,0.028717628904387137,0.1575944092856833,0.08528427012503598,1.4319589368788086,1.055265732890518,0.0023995587721968663,0.005663386452729317,0.7555850245109841,0.7479337349864665,0.22986642123636802,0.02804576104197597,0.16376171221738567,0.0825733088709374,401.2776178000495
3,1.6711786081118147,1.2570929423675354,0.0024032643493055823,0.005679041942962807,1.1936798670308324,0.7791641876297912,0.2685777333097217,0.02850713095820896,0.16529432548527936,0.08528208053442013,1.4316731171472983,1.0550521881231938,0.0023233269023485966,0.005601580189533857,0.7686809661193211,0.7694026340759703,0.22983677424176924,0.028338858108132418,0.1501343794902409,0.08256964017540877,604.1768339993432
4,1.7039780778426525,1.2928525277856397,0.0023968152541710623,0.005693157480817213,1.1437754663483142,0.772278035302401,0.2686801752941535,0.028511174193274782,0.16820459252010955,0.08674482304898438,1.4311613618369858,1.0525984862148077,0.0024176648541481193,0.005632797083315064,0.7701255922200758,0.7726007595988933,0.22997740223467944,0.028373779275817277,0.14717242719111046,0.08247820110941717,808.0444506993517
5,1.681177054219918,1.268615214838261,0.00238072931782271,0.005667030215006756,1.1747954609453075,0.7744094173775835,0.2710998125151921,0.02835250542503006,0.16962161875367215,0.08607735073437688,1.4310205852885054,1.0557218932339318,0.002266704385235119,0.00556203694344308,0.7690910328957719,0.7742010351347395,0.2298931950659084,0.02837023731996608,0.1458783218353508,0.08260290523351105,1011.6946585997939
