split,tier,method,metric,mean,median,standard_deviation,systems
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.constraint_distribution.all.p99,0.0003318537974233287,0.0,0.0011338981827594993,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.constraint_distribution.positive.count,6.122222222222222,2.0,9.105903478090992,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.constraint_distribution.positive.maximum,0.015939854219472183,0.014513644079738139,0.010264324309663748,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.constraint_distribution.positive.mean,0.00786860110504691,0.006716845710022954,0.005702655132936711,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.constraint_distribution.positive.p50,0.0069459882895845865,0.00568433893538776,0.005780952323964324,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.constraint_distribution.positive.p90,0.012496513741722566,0.012504137026180848,0.007594166650090909,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.constraint_distribution.positive.p95,0.014117329724902537,0.013457186130103951,0.008668429771263886,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.constraint_distribution.positive.p99,0.015548731264055874,0.014289128239846073,0.009875175665186172,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.finite_mean_squared_severity,5.629833584068144e-07,2.02131727633311e-07,1.1314145876323075e-06,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.all.count,36.666666666666664,20.0,31.08523982264671,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.all.maximum,0.012574773884250276,0.01292309596900415,0.011209599585895933,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.all.mean,0.0015939154517001287,0.0007565554528250168,0.0024183558987471545,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.all.p50,0.00047787297263098287,0.0,0.0019263235145877786,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.all.p90,0.0037473514627710145,0.00018956832689766363,0.00595692375078389,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.all.p95,0.006400107222063013,0.0035894330702024337,0.0077541239007040425,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.all.p99,0.010466775047802737,0.011209101302353443,0.009740850454064812,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.positive.count,5.011111111111111,2.0,6.938727734375032,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.positive.maximum,0.015939854219472183,0.014513644079738139,0.010264324309663748,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.positive.mean,0.008402057229883526,0.007691265667016296,0.005871658936110655,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.positive.p50,0.007537372361552622,0.006351059614403022,0.005890560499396559,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.positive.p90,0.013045134553122607,0.012690150436829728,0.008154611257884593,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.positive.p95,0.01439165735515777,0.013457186130103951,0.008968734894061827,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.frame_maximum_distribution.positive.p99,0.015614161529271168,0.014308651356358427,0.009955460070334198,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.bond_relative.threshold,0.03686435420280675,0.03686435420280675,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.anomaly_frame_fraction,0.05472222222222222,0.0,0.1299791710001362,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_anomaly_fraction,1.8832766694102543e-06,0.0,4.943713623956551e-06,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.all.count,2740528.4444444445,1732450.0,2824723.1152283615,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.all.maximum,0.11062002191759258,0.0,0.22401387117297883,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.all.mean,3.9281489930488995e-07,0.0,1.135944316856395e-06,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.all.p50,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.all.p90,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.all.p95,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.all.p99,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.positive.count,6.777777777777778,0.0,21.16376900747473,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.positive.maximum,0.3433035162959769,0.2445509290515751,0.2770808479367367,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.positive.mean,0.14958081952051966,0.1441597901752254,0.08458583600292513,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.positive.p50,0.12861763924841177,0.12380171650509388,0.07633050311781019,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.positive.p90,0.25925992603300463,0.20416110361602963,0.17998419149976036,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.positive.p95,0.2944098553656224,0.2170495426297904,0.21772517667073013,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.constraint_distribution.positive.p99,0.3318563024939644,0.2445509290515751,0.2621762816629102,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.finite_mean_squared_severity,0.0006054314601026728,0.0,0.002483043862264023,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.all.count,36.666666666666664,20.0,31.08523982264671,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.all.maximum,0.11062002191759258,0.0,0.22401387117297883,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.all.mean,0.01579427269217552,0.0,0.05013084386213898,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.all.p50,0.006340614648181401,0.0,0.05168224095681314,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.all.p90,0.0469892874880306,0.0,0.14264800008218803,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.all.p95,0.06410974961109263,0.0,0.16823617199838684,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.all.p99,0.0942674693212281,0.0,0.20563445519039658,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.positive.count,2.8222222222222224,0.0,7.666617814532518,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.positive.maximum,0.3433035162959769,0.2445509290515751,0.2770808479367367,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.positive.mean,0.19458970087750324,0.17008140915004705,0.14136657421040869,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.positive.p50,0.189753352594965,0.15418069955626726,0.1548477871114457,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.positive.p90,0.2963366572061982,0.20416110361602963,0.2299257920037737,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.positive.p95,0.32039794033067853,0.2170495426297904,0.2537660256534207,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.frame_maximum_distribution.positive.p99,0.33843719096654873,0.2445509290515751,0.27186620335498407,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.environment_compression.threshold,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.anomaly_frame_fraction,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.constraint_anomaly_fraction,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.constraint_distribution.all.count,13498.777777777777,4020.0,30979.187461790516,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.constraint_distribution.all.maximum,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.constraint_distribution.all.mean,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.constraint_distribution.all.p50,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.constraint_distribution.all.p90,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.constraint_distribution.all.p95,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.constraint_distribution.all.p99,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.constraint_distribution.positive.count,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.finite_mean_squared_severity,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.frame_maximum_distribution.all.count,36.666666666666664,20.0,31.08523982264671,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.frame_maximum_distribution.all.maximum,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.frame_maximum_distribution.all.mean,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.frame_maximum_distribution.all.p50,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.frame_maximum_distribution.all.p90,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.frame_maximum_distribution.all.p95,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.frame_maximum_distribution.all.p99,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.frame_maximum_distribution.positive.count,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.families.self_compression.threshold,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.finite_frame_fraction,1.0,1.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.fixed_environment_valid_frame_fraction,0.9452777777777778,1.0,0.1299791710001362,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.heavy_atoms,26.08888888888889,22.0,20.947041004434208,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.intramolecular_tail_valid_frame_fraction,0.996388888888889,1.0,0.018094287660545567,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.all.count,2999.5555555555557,1625.0,3751.022605472612,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.all.maximum,3.171318233328438,3.219046310387949,2.5329545140380385,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.all.mean,0.009601924816836423,0.00528121390437292,0.012805922789440413,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.all.p50,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.all.p90,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.all.p95,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.all.p99,0.16097473016920258,0.0,0.43600745284374254,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.positive.count,14.566666666666666,7.0,21.03023505614842,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.positive.maximum,3.8570086621562094,3.9162782002226413,2.2674062860038027,74
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.positive.mean,1.4236835304677193,1.4134126329658327,0.6758001463689057,74
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.positive.p50,1.1449810922060017,1.0587159676531641,0.6087996435520686,74
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.positive.p90,2.63424120792266,2.7031703201557176,1.3171926509178167,74
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.positive.p95,3.117032840126394,3.213456738598871,1.5932859052952484,74
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.angle.positive.p99,3.7008273578165136,3.8364581054524542,2.1040944685698566,74
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.all.count,1675.2222222222222,950.0,2063.0212533164695,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.all.maximum,0.018564185209509275,0.01928364314305442,0.016669163800528564,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.all.mean,5.2924277958656367e-05,2.7135490621107377e-05,7.02171162254903e-05,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.all.p50,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.all.p90,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.all.p95,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.all.p99,0.0004996224180924961,0.0,0.001725460907214898,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.positive.count,6.122222222222222,2.0,9.105903478090992,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.positive.maximum,0.023532065758532884,0.021728566431198137,0.015320113775228612,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.positive.mean,0.011517666132016718,0.010245037971857027,0.008197782846605094,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.positive.p50,0.010104949722735495,0.008273649395938998,0.00828786691985928,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.positive.p90,0.01841562160799625,0.01861594561865243,0.011158611116040197,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.positive.p95,0.020828640165394745,0.020300250774528638,0.012871180905518066,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.bond.positive.p99,0.02297051908866346,0.021375300239308045,0.014751064978295838,71
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.all.count,2740528.4444444445,1732450.0,2824723.1152283615,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.all.maximum,0.16455232046066984,0.0,0.34151583193685126,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.all.mean,5.771287282026865e-07,0.0,1.6855435141116367e-06,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.all.p50,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.all.p90,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.all.p95,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.all.p99,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.positive.count,6.777777777777778,0.0,21.16376900747473,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.positive.maximum,0.5106796152227684,0.35528184189740153,0.43318992002618817,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.positive.mean,0.21697625051071875,0.2191228810663426,0.1247291623790636,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.positive.p50,0.1875911052939781,0.16960835161197862,0.11032820117452981,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.positive.p90,0.3705591312174992,0.2990867480889603,0.25991176070693195,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.positive.p95,0.42410128272227476,0.3078626691469778,0.31816894164112186,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.environment_depth_angstrom.positive.p99,0.49410864918870295,0.3436970481984839,0.41237250778340795,29
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.self_depth_angstrom.all.count,13498.777777777777,4020.0,30979.187461790516,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.self_depth_angstrom.all.maximum,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.self_depth_angstrom.all.mean,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.self_depth_angstrom.all.p50,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.self_depth_angstrom.all.p90,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.self_depth_angstrom.all.p95,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.self_depth_angstrom.all.p99,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.physical_excess_distributions.self_depth_angstrom.positive.count,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.windows.early.valid_frame_fraction,0.9675778953556733,1.0,0.09023627623341786,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.windows.late.valid_frame_fraction,0.9183760683760684,1.0,0.19985155421455886,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2.windows.middle.valid_frame_fraction,0.9355673133450911,1.0,0.1540877864087571,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.assessed_tail_valid_frame_fraction,0.9430555555555558,1.0,0.12987828019117834,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.assessed_tail_valid_frame_fraction,0.9430555555555558,1.0,0.12987828019117834,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.assessed_tail_valid_frame_fraction,0.9430555555555558,1.0,0.12987828019117834,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.chemistry.checked_centres,0.0,0.0,0.0,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.chemistry.checked_centres,0.0,0.0,0.0,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.chemistry.checked_centres,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.anomaly_frame_fraction,0.0,0.0,0.0,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.anomaly_frame_fraction,0.0,0.0,0.0,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.anomaly_frame_fraction,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_anomaly_fraction,0.0,0.0,0.0,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_anomaly_fraction,0.0,0.0,0.0,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_anomaly_fraction,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.count,1303.7777777777778,830.0,1515.6810148664088,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.count,1303.7777777777778,830.0,1515.6810148664088,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.count,1303.7777777777778,830.0,1515.6810148664088,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.maximum,0.9852805054017385,0.2704575805942489,1.3769510225350678,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.maximum,0.9852805054017385,0.2704575805942489,1.3769510225350678,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.maximum,0.9852805054017385,0.2704575805942489,1.3769510225350678,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.mean,0.002329215427591902,0.0002070094854123688,0.0069326924994215075,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.mean,0.002329215427591902,0.0002070094854123688,0.0069326924994215075,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.mean,0.002329215427591902,0.0002070094854123688,0.0069326924994215075,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p50,0.0,0.0,0.0,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p50,0.0,0.0,0.0,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p50,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p90,0.0,0.0,0.0,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p90,0.0,0.0,0.0,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p90,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p95,0.0,0.0,0.0,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p95,0.0,0.0,0.0,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p95,0.0,0.0,0.0,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p99,0.03624412386999836,0.0,0.28723996012580877,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p99,0.03624412386999836,0.0,0.28723996012580877,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.all.p99,0.03624412386999836,0.0,0.28723996012580877,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.count,2.522222222222222,1.0,5.555092365210275,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.count,2.522222222222222,1.0,5.555092365210275,90
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.count,2.522222222222222,1.0,5.555092365210275,90
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.maximum,1.886707350769286,1.9063922009191163,1.3894730760896836,47
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.maximum,1.886707350769286,1.9063922009191163,1.3894730760896836,47
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.maximum,1.886707350769286,1.9063922009191163,1.3894730760896836,47
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.mean,0.9804981759536295,0.8970970883076219,0.5368021058045691,47
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.mean,0.9804981759536295,0.8970970883076219,0.5368021058045691,47
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.mean,0.9804981759536295,0.8970970883076219,0.5368021058045691,47
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p50,0.8505776256907911,0.738848878922411,0.5035706960009557,47
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p50,0.8505776256907911,0.738848878922411,0.5035706960009557,47
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p50,0.8505776256907911,0.738848878922411,0.5035706960009557,47
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p90,1.551554251263678,1.5737115191037134,0.9529833330838976,47
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p90,1.551554251263678,1.5737115191037134,0.9529833330838976,47
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p90,1.551554251263678,1.5737115191037134,0.9529833330838976,47
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p95,1.714334016899884,1.7814450532703268,1.1387951881650624,47
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p95,1.714334016899884,1.7814450532703268,1.1387951881650624,47
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p95,1.714334016899884,1.7814450532703268,1.1387951881650624,47
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p99,1.8509083841431686,1.9063922009191163,1.3321173367992398,47
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p99,1.8509083841431686,1.9063922009191163,1.3321173367992398,47
truth90_validation,all,NeuralMD,Reference_Phys_v2_common_heavy.families.angle_degrees.constraint_distribution.positive.p99,1.8509083841431686,1.9063922009191163,1.3321173367992398,47
truth90_validation,all,QField-Dyn,Reference_Phys_v2_common_heavy.families.angle_degrees.finite_mean_squared_severity,0.00508114310603728,7.174099840455791e-05,0.023666422275769632,90
truth90_validation,all,Linear,Reference_Phys_v2_common_heavy.families.angle_degrees.finite_mean_squared_severity,0.00508114310603728,7.174099840455791e-05,0.023666422275769632,90
