split,tier,reference,metric,systems,mean_difference,median_difference,lower_fraction,equal_fraction,ci95_low,ci95_high
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.all.mean,90,0.001722149211440904,0.0,0.0,0.9666666666666667,0.0,0.004455485919323465
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.all.p50,90,-0.00939046914602866,0.0,0.06666666666666667,0.9333333333333333,-0.020845065214006045,-0.001414948206993069
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.all.p50,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.all.p90,90,-0.044493235354445285,0.0,0.13333333333333333,0.8444444444444444,-0.07398751623676994,-0.019136536227786046
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.all.p90,90,0.004665559398755206,0.0,0.0,0.9777777777777777,0.0,0.011669450340194364
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.all.p95,90,-0.05362227458357555,0.0,0.13333333333333333,0.8444444444444444,-0.08973954461670322,-0.020044112942405653
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.all.p95,90,0.007917305792744293,0.0,0.0,0.9777777777777777,0.0,0.020407456708698538
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.all.p99,90,-0.05825341970246746,0.0,0.13333333333333333,0.8444444444444444,-0.09994192876423624,-0.02022355086066037
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.all.p99,90,0.010378265956476255,0.0,0.0,0.9666666666666667,0.0,0.027120607549864076
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.positive.count,90,-2.8666666666666667,0.0,0.14444444444444443,0.8444444444444444,-5.022222222222222,-1.1444444444444444
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.positive.count,90,0.1111111111111111,0.0,0.0,0.9666666666666667,0.0,0.26666666666666666
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.positive.maximum,2,-0.1340677158196948,-0.1340677158196948,0.5,0.0,-0.5754643107512174,0.3073288791118278
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.positive.mean,2,-0.025547291554270768,-0.025547291554270768,0.5,0.0,-0.2104276528004796,0.15933306969193806
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.positive.p50,2,-0.02017160909848855,-0.02017160909848855,0.5,0.0,-0.15412656377178277,0.11378334557480567
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.positive.p90,2,-0.11634380615898363,-0.11634380615898363,0.5,0.0,-0.501555429424382,0.2688678171064148
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.positive.p95,2,-0.1246523644375809,-0.1246523644375809,0.5,0.0,-0.537403076984283,0.2880983481091212
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.frame_maximum_distribution.positive.p99,2,-0.13317467640730057,-0.13317467640730057,0.5,0.0,-0.5698321257258876,0.30348277291128645
truth90_validation,all,Linear,Phys_v2_common_heavy.families.self_compression.threshold,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.families.self_compression.threshold,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.finite_frame_fraction,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.finite_frame_fraction,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.fixed_environment_valid_frame_fraction,90,0.45347222222222217,0.5,0.03333333333333333,0.14444444444444443,0.3830555555555556,0.5187499999999999
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.fixed_environment_valid_frame_fraction,90,-0.04652777777777778,0.0,0.3111111111111111,0.6888888888888889,-0.06930902777777775,-0.026111111111111106
truth90_validation,all,Linear,Phys_v2_common_heavy.heavy_atoms,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.heavy_atoms,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.intramolecular_tail_valid_frame_fraction,90,0.895,0.95,0.0,0.0,0.8683263888888888,0.922361111111111
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.intramolecular_tail_valid_frame_fraction,90,0.21416666666666664,0.0,0.044444444444444446,0.5111111111111111,0.14832638888888888,0.2818090277777778
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.all.count,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.all.count,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.all.maximum,90,-45.27932856684268,-41.179910508384935,0.9888888888888889,0.0,-50.696380773111315,-39.970456346747056
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.all.maximum,90,1.0238445707567405,0.14153483862718425,0.3,0.05555555555555555,-1.3462698934075257,3.7285302086860996
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.all.mean,90,-7.279275674036465,-3.8793116981710374,1.0,0.0,-8.98574992399761,-5.804685845635018
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.all.mean,90,-0.15027255426237981,0.0006616352220590504,0.34444444444444444,0.05555555555555555,-0.3270138929041264,-0.03535995583814379
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.all.p50,90,-2.768231865450727,0.0,0.4,0.6,-4.2547683587040845,-1.6370635775364986
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.all.p50,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.all.p90,90,-21.689895005297878,-13.007095172877287,1.0,0.0,-25.924674114369324,-17.880928719724004
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.all.p90,90,-0.4020160476101784,0.0,0.07777777777777778,0.7555555555555555,-1.0320754212557026,-0.004299054711060011
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.all.p95,90,-29.000615504974792,-21.421140596120864,1.0,0.0,-33.793173495381815,-24.662322969260725
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.all.p95,90,-0.7735353266656416,0.0,0.25555555555555554,0.45555555555555555,-1.5023579531472455,-0.2611405230770317
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.all.p99,90,-42.2608010375254,-37.4048141240995,1.0,0.0,-48.007384692102264,-36.981667122016304
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.all.p99,90,-1.8165232638008506,0.0110496735922882,0.32222222222222224,0.13333333333333333,-2.7900724170645455,-0.9819862734625758
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.count,90,-586.4666666666667,-243.5,1.0,0.0,-752.9994444444445,-431.87444444444446
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.count,90,33.08888888888889,11.0,0.2222222222222222,0.06666666666666667,-2.544722222222222,77.51194444444444
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.maximum,84,-44.48555292530229,-41.179910508384935,0.9880952380952381,0.0,-49.88186543976997,-39.250427949991646
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.maximum,32,-2.66536712140404,-5.342052448080642,0.8125,0.0,-7.147603327535103,2.6483553470350816
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.mean,84,-13.186493027670688,-10.305004399838959,1.0,0.0,-14.831094575060566,-11.35755424907452
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.mean,32,-2.8028957103623315,-2.3416909728603343,0.96875,0.0,-3.712180273889338,-2.062408334138476
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.p50,84,-10.474285711552238,-7.473461963024549,1.0,0.0,-12.509454301987988,-8.831913576975145
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.p50,32,-2.3673926707817827,-1.7230101250564118,1.0,0.0,-3.309132624504811,-1.6387143450124013
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.p90,84,-28.845874890952526,-25.380841165221028,1.0,0.0,-32.53859413517559,-25.22732887659043
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.p90,32,-6.204798593109041,-5.211311404414983,0.96875,0.0,-8.065224788734705,-4.644923576483787
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.p95,84,-35.5952577491487,-32.34564858711003,1.0,0.0,-40.0670361948027,-31.22691319684172
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.p95,32,-7.030505819272088,-5.786872798797698,0.96875,0.0,-9.107561343366724,-5.174690614479735
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.p99,84,-44.098389164711456,-40.528181533469066,1.0,0.0,-49.276269205799665,-38.63955528353974
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.angle.positive.p99,32,-7.277606212730531,-6.571174343751103,0.9375,0.0,-9.662508814682836,-4.86363071652745
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.all.count,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.all.count,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.all.maximum,90,-10.65623053960847,-5.911040671114269,1.0,0.0,-13.938894144962108,-7.704479091506043
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.all.maximum,90,-0.13955274218341515,-0.019037881995628392,0.6666666666666666,0.03333333333333333,-0.20565928159737618,-0.08285926183041847
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.all.mean,90,-1.7765399503087802,-0.5155809429535985,1.0,0.0,-2.4226586030048205,-1.224409204358405
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.all.mean,90,-0.008497135728958022,-7.691136577094142e-05,0.5444444444444444,0.03333333333333333,-0.013271201256030256,-0.004717574369324623
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.all.p50,90,-1.2297111472652975,-0.1341985693313853,0.7777777777777778,0.2222222222222222,-1.775113654672973,-0.7418231630431172
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.all.p50,90,-0.0005429134280951746,0.0,0.022222222222222223,0.9555555555555556,-0.0017381199125985237,0.00010937962831299996
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.all.p90,90,-4.066025248426564,-1.4502123472566155,1.0,0.0,-5.426243704510724,-2.9172360312937013
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.all.p90,90,-0.02860648560485403,0.0,0.34444444444444444,0.4,-0.044384637310238124,-0.015920197195986967
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.all.p95,90,-5.664566108977234,-2.336647931755709,1.0,0.0,-7.528008158192326,-4.035252069581269
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.all.p95,90,-0.044562450964568026,0.0,0.37777777777777777,0.3111111111111111,-0.06581581839541793,-0.02739428602247718
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.all.p99,90,-8.658594961700812,-4.191741717420539,1.0,0.0,-11.21153842829922,-6.352187927908951
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.all.p99,90,-0.09225243707945996,-0.005183788036604863,0.5333333333333333,0.07777777777777778,-0.1319744201199811,-0.05825031350785732
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.count,90,-605.0555555555555,-324.5,1.0,0.0,-766.6202777777778,-459.4469444444445
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.count,90,-28.344444444444445,5.5,0.3111111111111111,0.044444444444444446,-75.11194444444445,15.449999999999909
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.maximum,83,-10.864958773261662,-6.37371040478836,1.0,0.0,-14.036439020812665,-7.918228572600353
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.maximum,60,-0.20569003188702714,-0.09713182688838573,0.9333333333333333,0.0,-0.30088919811622394,-0.12521176562499065
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.mean,83,-1.9791297999002149,-0.7879576746516508,1.0,0.0,-2.6426368611425346,-1.3946141540429384
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.mean,60,-0.0467120787322721,-0.035786156441656225,0.9833333333333333,0.0,-0.06043553676589708,-0.03543747439608219
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.p50,83,-1.4207631699008323,-0.3848988754461955,1.0,0.0,-2.012826218425742,-0.9365163295055857
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.p50,60,-0.034831422818723874,-0.030559491868638877,0.9833333333333333,0.0,-0.04452540923419748,-0.026744193065730584
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.p90,83,-4.457400415816861,-2.1735519797252785,1.0,0.0,-5.82244277715569,-3.1944754424000257
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.p90,60,-0.10208577681730736,-0.083429090188092,0.9833333333333333,0.0,-0.1321424258774356,-0.07540488121919665
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.p95,83,-6.08390096233718,-3.1028105250067544,1.0,0.0,-7.91780483566502,-4.379052642635705
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.p95,60,-0.13447723408733395,-0.09607246327170954,0.9666666666666667,0.0,-0.17972910256910604,-0.09444643410711695
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.p99,83,-8.96247635972938,-5.042557806305346,1.0,0.0,-11.699097352220106,-6.525351793826803
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.bond.positive.p99,60,-0.18580749153198137,-0.09836829416986036,0.9333333333333333,0.0,-0.2675545211153109,-0.1184925418196965
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.count,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.count,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.maximum,90,-0.61279672483351,-0.6729128448257725,0.8,0.12222222222222222,-0.7141566802690413,-0.5079651836949732
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.maximum,90,0.1530798199910231,0.0,0.0,0.6888888888888889,0.09346144409739114,0.21514331859994684
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.mean,90,-1.4444038284413043e-05,-7.565365633534486e-06,0.8111111111111111,0.12222222222222222,-1.9233691920875623e-05,-1.018589906241277e-05
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.mean,90,6.835942453626578e-07,0.0,0.0,0.6888888888888889,2.2291207053327685e-07,1.4030489605070753e-06
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.p50,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.p50,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.p90,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.p90,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.p95,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.p95,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.p99,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.all.p99,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.positive.count,90,-149.3111111111111,-26.0,0.8,0.13333333333333333,-200.4336111111111,-100.17000000000004
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.positive.count,90,8.1,0.0,0.0,0.6888888888888889,1.7663888888888888,19.627777777777748
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.positive.maximum,26,-0.49100964030089006,-0.5454979687866747,0.8076923076923077,0.0,-0.6835491554272327,-0.29319352640501534
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.positive.mean,26,-0.10264964979630706,-0.1422885081543559,0.8076923076923077,0.0,-0.1549064747479058,-0.04759549599610552
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.positive.p50,26,-0.0768794607264199,-0.09382352849461739,0.8076923076923077,0.0,-0.12305152479159498,-0.025394155883537568
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.positive.p90,26,-0.26989070604288923,-0.3738622940570042,0.7692307692307693,0.0,-0.39583710481112894,-0.14083035595651275
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.positive.p95,26,-0.3222023942014664,-0.4349289960220689,0.7692307692307693,0.0,-0.4624772917214026,-0.1670226948777616
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.environment_depth_angstrom.positive.p99,26,-0.4092633500947466,-0.4971954809423894,0.8076923076923077,0.0,-0.5857285326982242,-0.22981721612345143
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.count,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.count,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.maximum,90,-0.09005856693179859,0.0,0.13333333333333333,0.8444444444444444,-0.15406269753177015,-0.03625412693379069
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.maximum,90,0.016127962381854096,0.0,0.0,0.9666666666666667,0.0,0.04107524771291862
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.mean,90,-8.909745512729934e-05,0.0,0.13333333333333333,0.8444444444444444,-0.00015730485979864985,-3.558054320070987e-05
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.mean,90,6.771877916082417e-07,0.0,0.0,0.9666666666666667,0.0,1.765736295396663e-06
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.p50,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.p50,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.p90,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.p90,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.p95,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.p95,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.p99,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.all.p99,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.positive.count,90,-5.022222222222222,0.0,0.13333333333333333,0.8444444444444444,-9.389166666666666,-1.5775000000000015
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.positive.count,90,0.18888888888888888,0.0,0.0,0.9666666666666667,0.0,0.48916666666666514
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.positive.maximum,2,-0.20645966090201667,-0.20645966090201667,0.5,0.0,-0.8879557409783218,0.4750364191742884
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.positive.mean,2,0.02171367846850833,0.02171367846850833,0.5,0.0,-0.21886933280539667,0.2622966897424133
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.positive.p50,2,0.028189507521916457,0.028189507521916457,0.5,0.0,-0.15674490343582648,0.2131239184796594
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.positive.p90,2,-0.02745193292931919,-0.02745193292931919,0.5,0.0,-0.5978656325234127,0.5429617666647744
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.positive.p95,2,-0.12178871409810965,-0.12178871409810965,0.5,0.0,-0.7525765211157509,0.5089990929195316
truth90_validation,all,Linear,Phys_v2_common_heavy.physical_excess_distributions.self_depth_angstrom.positive.p99,2,-0.19316477070014118,-0.19316477070014118,0.5,0.0,-0.8681584953236196,0.4818289539233372
truth90_validation,all,Linear,Phys_v2_common_heavy.windows.early.valid_frame_fraction,90,0.7629482657260435,0.8571428571428572,0.0,0.044444444444444446,0.7089711934156377,0.811577380952381
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.windows.early.valid_frame_fraction,90,0.013756613756613752,0.0,0.1111111111111111,0.7777777777777778,-0.022633744855967076,0.05173647854203409
truth90_validation,all,Linear,Phys_v2_common_heavy.windows.late.valid_frame_fraction,90,0.904985754985755,1.0,0.0,0.011111111111111112,0.8599679487179487,0.9433084045584046
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.windows.late.valid_frame_fraction,90,0.31851851851851853,0.0,0.08888888888888889,0.4666666666666667,0.21548789173789173,0.4218055555555555
truth90_validation,all,Linear,Phys_v2_common_heavy.windows.middle.valid_frame_fraction,90,0.9194591416813639,1.0,0.0,0.03333333333333333,0.871356554967666,0.9629056437389772
truth90_validation,all,NeuralMD,Phys_v2_common_heavy.windows.middle.valid_frame_fraction,90,0.19923574368018815,0.0,0.07777777777777778,0.5777777777777777,0.1085185185185185,0.2850235155790711
truth90_validation,all,Linear,Probability.feature_energy_score,90,-1.737640073141203,-0.6034614353381438,0.8555555555555555,0.0,-2.4827765989219333,-1.1418692664792935
truth90_validation,all,NeuralMD,Probability.feature_energy_score,90,0.03480652844124241,0.001656785533627178,0.4777777777777778,0.0,-0.013400895883624829,0.08262720398508372
truth90_validation,all,Linear,Probability.features.ligand_gyration.crps,90,-2.8177520139329864,-0.7159532038788701,0.9111111111111111,0.0,-4.191420516896197,-1.7291519238617212
truth90_validation,all,NeuralMD,Probability.features.ligand_gyration.crps,90,0.026645987345061403,0.022699515147791484,0.2777777777777778,0.0,0.008629364857170065,0.04560117771202549
truth90_validation,all,Linear,Probability.features.ligand_relative_displacement.crps,90,-4.104469481044692,-1.1052655846272972,0.8111111111111111,0.0,-6.075037342436918,-2.616702875970679
truth90_validation,all,NeuralMD,Probability.features.ligand_relative_displacement.crps,90,-0.6348239706257187,-0.5511050438411178,0.9555555555555556,0.0,-0.7373016034354212,-0.5323877030016388
truth90_validation,all,Linear,Probability.features.pocket_contact_strength.crps,90,-0.05557856506169464,-0.016794552903305855,0.7111111111111111,0.0,-0.07608409434874298,-0.03678864398622921
truth90_validation,all,NeuralMD,Probability.features.pocket_contact_strength.crps,90,0.008146040393763267,0.005724613088380447,0.3333333333333333,0.0,0.002412718887977081,0.014777958027936872
truth90_validation,all,Linear,Reference_Phys.angle_mean_squared_excess,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys.angle_violations,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys.assessed_geometry_valid,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys.bond_mean_squared_excess,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys.bond_violations,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys.ligand_environment_overlap_violations,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys.ligand_self_overlap_violations,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys.local_configuration_flips,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys.severe_overlap_mean_squared,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys_common_heavy.angle_mean_squared_excess,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Reference_Phys_common_heavy.angle_mean_squared_excess,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys_common_heavy.angle_violations,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Reference_Phys_common_heavy.angle_violations,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys_common_heavy.assessed_geometry_valid,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,NeuralMD,Reference_Phys_common_heavy.assessed_geometry_valid,90,0.0,0.0,0.0,1.0,0.0,0.0
truth90_validation,all,Linear,Reference_Phys_common_heavy.bond_mean_squared_excess,90,0.0,0.0,0.0,1.0,0.0,0.0
